system:index,L8,SA,SE,L7
LC08_224079_20150606_6,19106,33.983097,31.623198,17623.5
LC08_224079_20150606_7,13145,33.983097,31.623198,12583.5
LC08_224079_20150606_8,24609,33.983097,31.623198,18110.5
LC08_224079_20150606_9,14854,33.983097,31.623198,14059.5
LC08_224079_20150606_10,18366,33.983097,31.623198,17122.0
LC08_224079_20150606_11,17113,33.983097,31.623198,14458.0
LC08_224079_20150606_12,18623,33.983097,31.623198,13963.5
LC08_224079_20150606_13,17792,33.983097,31.623198,16809.0
LC08_224079_20150606_14,20952,33.983097,31.623198,19554.0
LC08_224079_20150606_15,20033,33.983097,31.623198,19184.0
LC08_224079_20150606_16,18430,33.983097,31.623198,19611.0
LC08_224079_20150606_17,19021,33.983097,31.623198,17852.0
LC08_224079_20150606_18,16657,33.983097,31.623198,14598.0
LC08_224079_20150606_19,15627,33.983097,31.623198,15334.0
LC08_224079_20150606_20,23187,33.983097,31.623198,22372.0
LC08_224079_20150606_21,18028,33.983097,31.623198,17577.0
LC08_224079_20150606_22,17017,33.983097,31.623198,16435.0
LC08_224079_20150606_23,17074,33.983097,31.623198,15949.0
LC08_224079_20150606_24,16066,33.983097,31.623198,17049.0
LC08_224079_20150606_25,13646,33.983097,31.623198,13878.0
LC08_224079_20150606_26,19804,33.983097,31.623198,18446.0
LC08_224079_20150606_27,17196,33.983097,31.623198,17316.0
LC08_224079_20150606_28,15052,33.983097,31.623198,14829.0
LC08_224079_20150606_29,17100,33.983097,31.623198,18823.0
LC08_224079_20150606_30,13889,33.983097,31.623198,15371.0
LC08_224079_20150606_31,16860,33.983097,31.623198,18429.0
LC08_224079_20150606_32,19826,33.983097,31.623198,21505.0
LC08_224079_20150606_33,15085,33.983097,31.623198,14919.0
LC08_224079_20150606_34,19908,33.983097,31.623198,19793.0
LC08_224079_20150606_35,17320,33.983097,31.623198,17469.0
LC08_224079_20150606_36,18298,33.983097,31.623198,17514.0
LC08_224079_20150606_37,18378,33.983097,31.623198,18261.0
LC08_224079_20150606_38,17318,33.983097,31.623198,17127.0
LC08_224079_20150606_39,17206,33.983097,31.623198,17822.0
LC08_224079_20150606_40,18408,33.983097,31.623198,18512.0
LC08_224079_20150606_41,18221,33.983097,31.623198,18732.0
LC08_224079_20150606_42,16820,33.983097,31.623198,16201.0
LC08_224079_20150606_43,14563,33.983097,31.623198,14600.0
LC08_224079_20150606_44,13492,33.983097,31.623198,13935.0
LC08_224079_20150606_45,17796,33.983097,31.623198,17201.0
LC08_224079_20150606_46,16353,33.983097,31.623198,16723.0
LC08_224079_20150606_47,20162,33.983097,31.623198,19520.0
LC08_224079_20150606_48,20173,33.983097,31.623198,18791.0
LC08_224079_20150606_49,16668,33.983097,31.623198,16732.0
LC08_224079_20150606_50,17659,33.983097,31.623198,10950.0
LC08_224079_20150606_51,14707,33.983097,31.623198,14425.0
LC08_224079_20150606_52,13290,33.983097,31.623198,13462.0
LC08_224079_20150606_53,16320,33.983097,31.623198,17298.0
LC08_224079_20150606_54,17817,33.983097,31.623198,17995.0
LC08_224079_20150606_55,17748,33.983097,31.623198,19421.0
LC08_224079_20150606_56,7902,33.983097,31.623198,7960.0
LC08_224079_20150606_57,11381,33.983097,31.623198,11438.0
LC08_224079_20150606_58,15580,33.983097,31.623198,14943.0
LC08_224079_20150606_59,26552,33.983097,31.623198,25201.0
LC08_224079_20150606_60,13563,33.983097,31.623198,13965.0
LC08_224079_20150606_61,14145,33.983097,31.623198,14422.0
LC08_224079_20150606_62,15253,33.983097,31.623198,16130.0
LC08_224079_20150606_63,26177,33.983097,31.623198,24792.0
LC08_224079_20150606_64,16865,33.983097,31.623198,12157.0
LC08_224079_20150606_65,17724,33.983097,31.623198,17542.0
LC08_224079_20150606_66,17889,33.983097,31.623198,18311.0
LC08_224079_20150606_67,14908,33.983097,31.623198,15741.0
LC08_224079_20150606_68,20609,33.983097,31.623198,19669.0
LC08_224079_20150606_69,15853,33.983097,31.623198,15875.5
LC08_224079_20150606_70,17755,33.983097,31.623198,15976.0
LC08_224079_20150606_71,19725,33.983097,31.623198,20060.0
LC08_224079_20150606_72,15912,33.983097,31.623198,14589.0
